1,62,77,105,156,116,106,11,50,112,62,124,79,97,69,11,50,13
1,174,97,67,20,152,26,11,50,83,75,35,99,35,128,11,50,13
0,152,21,31,23,74,5,11,18,4,169,75,147,24,137,11,50,13
1,24,131,163,137,129,145,11,50,178,96,7,31,62,67,11,50,13
0,17,151,12,82,1,98,11,6,11,124,95,50,11,50,10,13,13
0,86,47,72,34,80,12,11,16,2,64,185,33,14,45,11,8,13
0,56,81,8,131,7,27,10,9,63,54,44,157,57,100,11,50,13
0,48,154,103,51,44,64,11,14,135,142,98,100,117,96,11,50,13
1,75,129,34,114,66,104,11,50,89,33,111,15,53,11,11,50,13
1,150,56,168,109,155,61,10,100,108,143,15,60,13,68,11,50,13
0,103,29,62,106,31,63,11,50,70,23,154,184,115,153,11,100,13
1,179,13,148,124,169,62,11,100,98,161,32,110,15,108,11,50,13
0,87,17,123,119,86,41,11,50,118,145,81,150,118,143,11,100,13
1,21,185,23,103,5,113,11,50,54,119,10,71,8,92,11,50,13
1,133,132,113,87,126,129,11,100,40,158,52,42,23,70,11,50,13
1,158,63,38,159,100,122,11,100,127,118,134,146,128,152,11,100,13
1,18,122,119,70,102,123,10,100,126,39,22,17,39,17,11,50,13
1,124,30,80,64,77,29,11,50,58,92,91,141,78,107,10,50,13
0,47,126,78,67,27,86,11,50,73,159,90,181,89,163,11,50,13
1,114,66,89,58,72,13,11,50,13,24,36,27,4,6,11,1,13
1,50,80,88,117,41,71,10,50,41,25,16,9,6,4,11,2,13
0,55,37,54,53,30,19,11,3,80,71,129,89,88,73,11,50,13
1,121,6,30,24,26,7,11,4,6,106,68,80,9,60,11,10,13
1,193,83,1,54,22,79,11,50,101,35,14,40,16,15,11,5,13
1,140,67,83,47,99,14,10,7,52,149,47,8,55,40,11,22,13
0,115,28,45,90,34,32,11,11,36,164,179,49,134,97,11,50,13
1,177,58,20,95,59,83,11,50,117,40,49,101,32,36,11,12,13
0,168,45,60,55,122,16,11,15,105,57,137,180,146,162,11,50,13
1,131,55,108,37,11,28,11,50,107,79,46,12,64,20,11,17,13
1,170,133,4,163,95,155,11,50,69,99,170,44,124,39,11,19,13
0,65,152,40,93,12,89,11,20,119,108,55,59,38,56,11,50,13
1,34,98,33,57,2,38,11,21,20,91,100,41,20,42,11,23,13
1,169,117,17,83,65,87,11,24,145,11,61,43,54,24,11,50,13
1,164,107,74,74,140,53,11,50,91,100,151,28,110,30,10,25,13
0,88,89,116,11,79,25,10,50,66,43,86,134,28,57,11,50,13
0,82,121,141,108,147,90,11,100,79,59,140,68,112,49,11,50,13
0,37,110,102,107,85,110,11,50,5,179,136,77,18,99,11,50,13
0,15,165,122,86,45,81,11,50,68,101,101,111,96,95,11,50,13
1,206,130,2,120,103,132,11,50,156,168,41,84,109,82,11,50,13
0,12,182,144,26,37,55,10,50,72,95,53,153,87,131,10,50,13
0,90,178,43,129,67,133,11,50,84,52,87,144,71,59,11,50,13
1,28,162,135,143,43,140,11,100,153,171,139,97,153,138,12,100,13
1,51,72,165,186,106,160,11,100,35,153,114,167,49,154,10,100,13
0,195,82,13,65,60,43,11,50,122,139,71,168,114,146,11,100,13
0,175,70,66,52,154,51,11,50,144,170,94,136,73,139,11,100,13
1,123,84,58,32,52,35,11,50,125,15,19,35,17,10,10,50,13
0,45,34,172,18,113,34,10,50,143,61,145,118,156,115,11,100,13
0,110,109,24,148,33,130,11,100,67,138,84,102,101,109,11,100,13
1,134,18,25,29,48,9,11,50,76,94,130,91,70,78,11,50,13
0,31,150,164,62,75,46,10,50,113,104,92,113,131,119,11,100,13
0,81,102,59,72,69,52,11,50,64,163,50,85,63,112,11,50,13
0,104,90,99,92,83,91,11,50,163,65,5,69,61,48,11,50,13
1,46,93,156,135,56,135,11,50,159,19,37,165,123,94,11,50,13
0,53,26,110,126,36,66,11,50,149,180,42,209,127,177,11,100,13
0,33,31,73,125,51,88,11,50,148,50,126,105,145,76,11,50,13
1,180,42,131,155,179,120,11,100,102,116,155,6,148,21,11,100,13
1,128,68,142,76,125,74,11,100,99,115,93,121,98,65,11,100,13
0,146,88,117,14,139,77,11,100,95,136,18,98,50,114,11,100,13
1,60,173,198,145,136,142,11,100,38,44,120,38,25,8,11,50,13
1,59,128,121,66,84,72,11,100,137,36,85,48,133,33,11,50,13
0,16,125,109,25,19,37,11,50,172,167,181,73,180,111,11,100,13
1,14,156,48,96,21,118,11,50,93,60,128,61,119,58,11,50,13
1,32,135,107,36,42,80,11,50,160,155,26,112,76,147,11,100,13
0,19,103,157,139,46,134,12,100,138,74,106,13,137,31,11,100,13